Pakiet,Kategoria,Materiał,Typ,Producent,Model,SKU,Cechy,Cena zakup,Cena detal brutto,Cena detal netto,Cena detal / m2,Link,Photo,50,m2
Lux,Drzwi,Drzwi,Ośczieżnica,Pol-Skone,"Ość. Reg. Bezprz. DIN DUO 280- 305 - Mono 2 Mat, Black Mat",,,,,"1713,00","34,26",https://www.pol-skone.pl/do-pobrania - katalog produktów 2005,,,
Lux,Drzwi,Drzwi,Bezprzylgowe,Porta,Porta Verte Premium E (cała kolekcja) - Lakier Premium UV PLUS,,,,,"1312,00","26,24",https://www.porta.com.pl/phavi/at/upl/2025/0826/0826-katalog-porta-2025-2-pl-www-2.pdf,,,
Lux,Drzwi,Drzwi,Bezprzylgowe,Porta,Porta Ościeżnica Elegance 75- 95,,,,,"1185,00","23,70",https://www.porta.com.pl/phavi/at/upl/2025/0826/0826-katalog-porta-2025-2-pl-www-2.pdf,,,
Lux,Drzwi,Drzwi,Ośczieżnica,Porta,Porta Ościeżnica Elegance 340- 360,,,,,"1465,00","29,30",https://www.porta.com.pl/phavi/at/upl/2025/0826/0826-katalog-porta-2025-2-pl-www-2.pdf,,,
Lux,Drzwi,"Klamki, rozety",Klamki drzwi,Tupai,"Tupai 4152 5S w kolorze 153, 96, 152, 208",,,,,"198,00","3,96",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
Lux,Drzwi,"Klamki, rozety",Klamki drzwi,Tupai,"Tupai 4152 5SQ w kolorze 153, 96, 152, 208",,,,,"209,00","4,18",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
Lux,Drzwi,"Klamki, rozety",Klamki drzwi,Tupai,"Tupai 2275 5SQ w kolorze 153, 96, 152, 208",,,,,"183,00","3,66",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
Lux,Drzwi,"Klamki, rozety",Klamki drzwi,Tupai,"Tupai 3098 5S w kolorze 153, 96, 152, 208",,,,,"219,00","4,38",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
Lux,Drzwi,"Klamki, rozety",Klamki drzwi,Tupai,"Tupai 3098 5SQ w kolorze 153, 96, 152, 208",,,,,"230,00","4,60",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
Lux,Drzwi,"Klamki, rozety",Klamki drzwi,Tupai,"Tupai 3099 RE w kolorze 153, 96, 152, 208",,,,,"324,00","6,48",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
Lux,Drzwi,"Klamki, rozety",Rozety drzwi,Tupai,Rozeta WC,,,,,"110,00","2,20",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
Lux,Drzwi,"Klamki, rozety",Rozety drzwi,Tupai,Rozeta WK / WB,,,,,"76,00","1,52",https://tupaipolska.pl/catalogo/ref-4152-5s/,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Budget,Płytki,Płytki,płytka ścienna,Paradyż,carrastone white ściana rekt. mat,,"59,8 x 29,8 cm,  8 mm,  mat",,"99,02","80,50","80,50",https://www.paradyz.com/pl/produkty/p67572-carrastone-white-sciana-rekt-mat-298x598-g1,,,
Budget,Płytki,Płytki,płytka ścienna,Paradyż,bliss gold ściana struktura połysk,,"60 x 30 cm,  9 mm,  połysk",,"98,40","80,00","80,00",https://www.paradyz.com/pl/produkty/p24141-bliss-gold-sciana-struktura-polysk-30x60-g1,,,
Budget,Płytki,Płytki,płytka ścienna,Paradyż,bliss gold ściana połysk,,"60 x 30 cm,  9 mm,  połysk",,"92,25","75,00","75,00",https://www.paradyz.com/pl/produkty/p11338-bliss-gold-sciana-polysk-30x60-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,algo beige gres szkl. mat.,,"30 x 30 cm,  7.2 mm,  mat",,"78,47","63,80","63,80",https://www.paradyz.com/pl/produkty/p13280-algo-beige-gres-szkl-mat-30x30-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,algo bianco gres szkl. mat.,,"30 x 30 cm,  7.2 mm,  mat",,"78,47","63,80","63,80",https://www.paradyz.com/pl/produkty/p16672-algo-bianco-gres-szkl-mat-30x30-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,algo grys gres szkl. mat.,,"30 x 30 cm,  7.2 mm,  mat",,"78,47","63,80","63,80",https://www.paradyz.com/pl/produkty/p12481-algo-grys-gres-szkl-mat-30x30-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,mattone pietra beige klinkier,,"30 x 30 cm,  8.5 mm,  mat",,"89,91","73,10","73,10",https://www.paradyz.com/pl/produkty/p94832-mattone-pietra-beige-klinkier-30x30-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,mattone pietra grafit klinkier,,"30 x 30 cm,  8.5 mm,  mat",,"89,91","73,10","73,10",https://www.paradyz.com/pl/produkty/p94862-mattone-pietra-grafit-klinkier-30x30-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,proteo beige podłoga,,"40 x 40 cm,  8.5 mm,  mat",,"85,73","69,70","69,70",https://www.paradyz.com/pl/produkty/p95828-proteo-beige-podloga-40x40-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,proteo bianco podłoga,,"40 x 40 cm,  8.5 mm,  mat",,"85,73","69,70","69,70",https://www.paradyz.com/pl/produkty/p95639-proteo-bianco-podloga-40x40-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Paradyż,proteo grys podłoga,,"40 x 40 cm,  8.5 mm,  mat",,"85,73","69,70","69,70",https://www.paradyz.com/pl/produkty/p95829-proteo-grys-podloga-40x40-g1,,,
Budget,Płytki,Płytki,płytka podłogowa,Domino,Puntini grey,,"33.3 x 33.3 cm,  połysk",,"47,60","38,70","38,70",https://www.ceramika-domino.pl/pl/lazienka/puntini/puntini-grey-9,,,
Budget,Płytki,Płytki,płytka podłogowa,Domino,Malena,,"44.8 x 44.8 cm,  połysk",,"109,96","89,40","89,40",https://www.ceramika-domino.pl/pl/lazienka/malena/malena-3,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Malena grey STR,,"60.8 x 30.8 cm,  połysk",,"89,79","73,00","73,00",https://www.ceramika-domino.pl/pl/lazienka/malena/malena-grey-str,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Malena grey,,"60.8 x 30.8 cm,  połysk",,"79,95","65,00","65,00",https://www.ceramika-domino.pl/pl/lazienka/malena/malena-grey,,,
Budget,Płytki,Płytki,płytka podłogowa,Domino,Blink grey,,"44.8 x 44.8 cm,  połysk",,"109,96","89,40","89,40",https://www.ceramika-domino.pl/pl/lazienka/blink-grey/blink-grey-9,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Blink grey,,"60.8 x 30.8 cm,  połysk",,"89,79","73,00","73,00",https://www.ceramika-domino.pl/pl/lazienka/blink-grey/blink-grey-5,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Blink grey STR,,"60.8 x 30.8 cm,  połysk",,"99,88","81,20","81,20",https://www.ceramika-domino.pl/pl/lazienka/blink-grey/blink-grey-str-5,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Blink graphite,,"60.8 x 30.8 cm,  połysk",,"89,79","73,00","73,00",https://www.ceramika-domino.pl/pl/lazienka/blink-grey/blink-graphite-5,,,
Budget,Płytki,Płytki,płytka podłogowa,Domino,Blink beige,,"44.8 x 44.8 cm,  połysk",,"109,96","89,40","89,40",https://www.ceramika-domino.pl/pl/lazienka/blink-beige/blink-beige-9,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Blink beige,,"60.8 x 30.8 cm,  połysk",,"89,79","73,00","73,00",https://www.ceramika-domino.pl/pl/lazienka/blink-beige/blink-beige-5,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Blink beige STR,,"60.8 x 30.8 cm,  połysk",,"99,88","81,20","81,20",https://www.ceramika-domino.pl/pl/lazienka/blink-beige/blink-beige-str-5,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Blink brown,,"60.8 x 30.8 cm,  połysk",,"89,79","73,00","73,00",https://www.ceramika-domino.pl/pl/lazienka/blink-beige/blink-brown-5,,,
Budget,Płytki,Płytki,płytka podłogowa,Domino,Bonella white,,"44.8 x 44.8 cm,  mat",,"109,96","89,40","89,40",https://www.ceramika-domino.pl/pl/lazienka/bonella-white/bonella-white-9,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Bonella white,,"60.8 x 30.8 cm,  mat",,"89,79","73,00","73,00",https://www.ceramika-domino.pl/pl/lazienka/bonella-white/bonella-white-5,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Bonella white,,"60.8 x 30.8 cm,  połysk",,"74,42","60,50","60,50",https://www.ceramika-domino.pl/pl/lazienka/bonella-white/bonella-white-6,,,
Budget,Płytki,Płytki,płytka ścienna,Domino,Bonella white STR,,"60.8 x 30.8 cm,  mat",,"99,88","81,20","81,20",https://www.ceramika-domino.pl/pl/lazienka/bonella-white/bonella-white-str-5,,,
Budget,Płytki,Płytki,płytka ścienno - podłogowa,Cersanit,"Cersanit Chesterwood beige płytka ścienno-podłogowa 18,5x59,8 cm beżowy mat",,,,"79,11","64,32","64,32","https://www.lazienkaplus.pl/pl/cersanit-chesterwood-beige-plytka-scienno-podlogowa-185x598-cm-bezowy-mat,548267,206,i",,,
Budget,Płytki,Płytki,płytka ścienno - podłogowa,Cersanit,"Cersanit Chesterwood cream płytka ścienno-podłogowa 18,5x59,8 cm kremowy mat",,,,"79,11","64,32","64,32","https://www.lazienkaplus.pl/pl/cersanit-chesterwood-cream-plytka-scienno-podlogowa-185x598-cm-kremowy-mat,548273,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,gammo colours biały gres szkl. struktura,,"19,8 x 19,8 cm,  8 mm,  MAT",,"110,58","89,90","89,90",https://www.paradyz.com/pl/produkty/p12099-gammo-colours-bialy-gres-szkl-struktura-198x198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,gammo colours biały gres szkl. mat.,,"19,8 x 19,8 cm,  7.5 mm,  MAT",,"108,24","88,00","88,00",https://www.paradyz.com/pl/produkty/p24346-gammo-colours-bialy-gres-szkl-mat-198x198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,gammo colours czarny gres szkl. struktura,,"19,8 x 19,8 cm,  8 mm,  MAT",,"110,58","89,90","89,90",https://www.paradyz.com/pl/produkty/p94978-gammo-colours-czarny-gres-szkl-struktura-198x198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,gammo colours czarny gres szkl. mat.,,"19,8 x 19,8 cm,  7.5 mm,  MAT",,"108,24","88,00","88,00",https://www.paradyz.com/pl/produkty/p94950-gammo-colours-czarny-gres-szkl-mat-198x198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,bazo beige gres monokolor struktura,,"19,8 x 19,8 cm,  8.3 mm,  MAT",,"122,88","99,90","99,90",https://www.paradyz.com/pl/produkty/p12870-bazo-beige-gres-monokolor-struktura-198x198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,bazo beige gres monokolor mat.,,"19,8 x 19,8 cm,  7.5 mm,  MAT",,"117,22","95,30","95,30",https://www.paradyz.com/pl/produkty/p16316-bazo-beige-gres-monokolor-mat-198x198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,bazo grys gres monokolor struktura,,"19,8 x 19,8 cm,  8.3 mm,  MAT",,"122,88","99,90","99,90",https://www.paradyz.com/pl/produkty/p16353-bazo-grys-gres-monokolor-struktura-198x198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,bazo grys gres monokolor mat.,,"19,8 x 19,8 cm,  7.5 mm,  MAT",,"117,22","95,30","95,30",https://www.paradyz.com/pl/produkty/p14310-bazo-grys-gres-monokolor-mat-198x198-g1,,,
Standart,Płytki,Płytki,płytka podłogowa,Paradyż,intero bianco gres rekt. mat.,,"59,8 x 59,8 cm,  9 mm,  MAT",,"147,11","119,60","119,60",https://www.paradyz.com/pl/produkty/p22915-intero-bianco-gres-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka podłogowa,Paradyż,intero brown gres rekt. mat.,,"59,8 x 59,8 cm,  9 mm,  MAT",,"147,11","119,60","119,60",https://www.paradyz.com/pl/produkty/p12846-intero-brown-gres-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka podłogowa,Paradyż,intero grafit gres rekt. mat.,,"59,8 x 59,8 cm,  9 mm,  MAT",,"147,11","119,60","119,60",https://www.paradyz.com/pl/produkty/p24800-intero-grafit-gres-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka podłogowa,Paradyż,intero olive gres rekt. mat.,,"59,8 x 59,8 cm,  9 mm,  MAT",,"147,11","119,60","119,60",https://www.paradyz.com/pl/produkty/p85615-intero-olive-gres-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka podłogowa,Paradyż,intero mocca gres rekt. mat.,,"59,8 x 59,8 cm,  9 mm,  MAT",,"147,11","119,60","119,60",https://www.paradyz.com/pl/produkty/p23306-intero-mocca-gres-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,macroside antracite gres szkl. rekt. mat.,,"59,8 x 59,8 cm,  9 mm,  MAT",,"121,77","99,00","99,00",https://www.paradyz.com/pl/produkty/p23377-macroside-antracite-gres-szkl-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,macroside antracite gres szkl. rekt. mat.,,"119,8 x 59,8 cm,  8 mm,  MAT",,"159,90","130,00","130,00",https://www.paradyz.com/pl/produkty/p80670-macroside-antracite-gres-szkl-rekt-mat-598x1198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,macroside bianco gres szkl. rekt. mat.,,"59,8 x 59,8 cm,  8 mm,  MAT",,"121,77","99,00","99,00",https://www.paradyz.com/pl/produkty/p80510-macroside-bianco-gres-szkl-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,macroside bianco gres szkl. rekt. mat.,,"119,8 x 59,8 cm,  8 mm,  MAT",,"159,90","130,00","130,00",https://www.paradyz.com/pl/produkty/p75650-macroside-bianco-gres-szkl-rekt-mat-598x1198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,lovstone grey gres szkl. rekt. półpoler,,"59,8 x 59,8 cm,  8 mm,  półpoler",,"147,60","120,00","120,00",https://www.paradyz.com/pl/produkty/p67583-lovstone-grey-gres-szkl-rekt-polpoler-598x598-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,lovstone grey gres szkl. rekt. półpoler,,"119,8 x 59,8 cm,  8 mm,  półpoler",,"178,35","145,00","145,00",https://www.paradyz.com/pl/produkty/p67577-lovstone-grey-gres-szkl-rekt-polpoler-598x1198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,lovstone taupe gres szkl. rekt. półpoler,,"59,8 x 59,8 cm,  8 mm,  półpoler",,"147,60","120,00","120,00",https://www.paradyz.com/pl/produkty/p67567-lovstone-taupe-gres-szkl-rekt-polpoler-598x598-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,lovstone taupe gres szkl. rekt. półpoler,,"119,8 x 59,8 cm,  8 mm,  półpoler",,"178,35","145,00","145,00",https://www.paradyz.com/pl/produkty/p67574-lovstone-taupe-gres-szkl-rekt-polpoler-598x1198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,carrastone black gres szkl. rekt. mat.,,"59,8 x 59,8 cm,  8 mm,  MAT",,"121,77","99,00","99,00",https://www.paradyz.com/pl/produkty/p67575-carrastone-black-gres-szkl-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,carrastone black gres szkl. rekt. mat.,,"119,8 x 59,8 cm,  8 mm,  MAT",,"159,90","130,00","130,00",https://www.paradyz.com/pl/produkty/p67582-carrastone-black-gres-szkl-rekt-mat-598x1198-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,carrastone white gres szkl. rekt. mat.,,"59,8 x 59,8 cm,  8 mm,  MAT",,"121,77","99,00","99,00",https://www.paradyz.com/pl/produkty/p67584-carrastone-white-gres-szkl-rekt-mat-598x598-g1,,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Paradyż,carrastone white gres szkl. rekt. mat.,,"119,8 x 59,8 cm,  8 mm,  MAT",,"159,90","130,00","130,00",https://www.paradyz.com/pl/produkty/p67571-carrastone-white-gres-szkl-rekt-mat-598x1198-g1,,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Curio płytka ścienna 23,7x7,8 cm zielona",,,,"94,23","76,61","76,61","https://www.lazienkaplus.pl/pl/tubadzin-curio-plytka-scienna-237x78-cm-str-zielony-polysk,557213,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Curio green mix C STR płytka ścienna 23,7x7,8 cm",,,,"94,23","76,61","76,61","https://www.lazienkaplus.pl/pl/tubadzin-curio-plytka-scienna-237x78-cm-str-zielony-polysk,557214,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Curio green mix A STR płytka ścienna 23,7x7,8 cm",,,,"94,23","76,61","76,61","https://www.lazienkaplus.pl/pl/tubadzin-curio-plytka-scienna-237x78-cm-str-zielony-polysk,557215,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Curio blue mix C STR płytka ścienna 23,7x7,8 cm",,,,"94,23","76,61","76,61","https://www.lazienkaplus.pl/pl/tubadzin-curio-plytka-scienna-237x78-cm-str-niebieski-polysk,557193,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Curio blue mix B STR płytka ścienna 23,7x7,8 cm",,,,"94,23","76,61","76,61","https://www.lazienkaplus.pl/pl/tubadzin-curio-plytka-scienna-237x78-cm-str-niebieski-polysk,557192,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Curio blue mix A STR płytka ścienna 23,7x7,8 cm",,,,"94,23","76,61","76,61","https://www.lazienkaplus.pl/pl/tubadzin-curio-plytka-scienna-237x78-cm-str-niebieski-polysk,557191,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Griggio A Gloss płytka ścienna 29,8x7,8 cm szara",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-griggio-a-gloss-plytka-scienna-298x78-cm-szara,675595,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Polvere A Gloss płytka ścienna 29,8x7,8 cm",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-polvere-a-gloss-plytka-scienna-298x78-cm,675580,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia płytka ścienna 29,8x7,8 cm biała",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-plytka-scienna-298x78-cm-biala,675602,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia płytka ścienna 29,8x7,8 cm czarna",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-plytka-scienna-298x78-cm-czarna,675578,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Rubino A płytka ścienna 29,8x7,8 cm czerwona",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-rubino-a-plytka-scienna-298x78-cm-czerwona,675544,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Senape A płytka ścienna 29,8x7,8 cm żółta",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-senape-a-plytka-scienna-298x78-cm-zolta,675541,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Verde A płytka ścienna 29,8x7,8 cm zielona",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-verde-plytka-scienna-298x78-cm-zielona,675539,206,i",,,
Standart,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia A płytka ścienna 29,8x7,8 cm niebieska",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-a-plytka-scienna-298x78-cm-niebieska,675562,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Blue Pol płytka ścienno-podłogowa 59,8x59,8 cm",,,,"154,71","125,78","125,78","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-blue-pol-plytka-scienno-podlogowa-598x598-cm,659676,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Blue Pol płytka ścienno-podłogowa 59,8x119,8 cm",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-blue-pol-plytka-scienno-podlogowa-598x1198-cm,650793,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,Tubądzin Aquamarine Black Pol płytka ścienno-podłogowa 60x60 cm,,,,"154,71","125,78","125,78","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-black-pol-plytka-scienno-podlogowa,662349,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Black Pol płytka ścienno-podłogowa 59,8x119,8 cm",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-black-pol-plytka-scienno-podlogowa-598x1198-cm,662233,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Grey Pol płytka ścienno-podłogowa 59,8x59,8 cm",,,,"154,71","125,78","125,78","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-grey-pol-plytka-scienno-podlogowa-598x598-cm,662281,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine płytka ścienno-podłogowa 119,8x59,8 cm szara",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-grey-pol-plytka-scienno-podlogowa-598x1198-cm,650794,206,i",,,
Standart,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Beige Mat płytka podłogowa 119,8x59,8 cm",,,,"158,03","128,48","128,48","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-beige-mat-plytka-podlogowa-1198x598-cm,661219,206,i",,,
Standart,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Blu Mat płytka podłogowa 119,8x59,8 cm",,,,"158,73","129,05","129,05","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-blu-mat-plytka-podlogowa-1198x598-cm,646456,206,i",,,
Standart,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Grafite Mat płytka podłogowa 119,8x59,8 cm",,,,"160,08","130,15","130,15","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-grafite-mat-plytka-podlogowa-1198x598-cm,621395,206,i",,,
Standart,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Polvere Mat płytka podłogowa 119,8x59,8 cm",,,,"193,28","157,14","157,14","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-podlogowa-1198x598-cm-polvere-mat-pp-01-195-1198-0598-1-049,614477,206,i",,,
Standart,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka podłogowa 119,8x59,8 cm biała",,,,"154,71","125,78","125,78","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-bianco-mat-plytka-podlogowa-1198x598-cm,605007,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka ścienno-podłogowa 59,8x59,8 cm zielon",,,,"133,19","108,28","108,28","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-scienno-podlogowa-598x598-cm-zielona,675748,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka ścienno-podłogowa 59,8x59,8 cm szara",,,,"138,99","113,00","113,00","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-scienno-podlogowa-598x598-cm-szara,675306,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka ścienno-podłogowa 59,8x59,8 cm różowa",,,,"138,99","113,00","113,00","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-scienno-podlogowa-598x598-cm-rozowa,675486,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka ścienno-podłogowa 59,8x59,8 cm biała",,,,"150,99","122,76","122,76","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-scienno-podlogowa-598x598-cm-biala,675488,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka ścienno-podłogowa 59,8x59,8 cm beżowa",,,,"138,99","113,00","113,00","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-scienno-podlogowa-598x598-cm-bezowa,675758,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Cersanit,"Cersanit Hika terazzo mix colors lappato płytka ścienno-podłogowa 59,8x59,8 cm",,,,"116,19","94,46","94,46","https://www.lazienkaplus.pl/pl/cersanit-hika-terazzo-mix-colors-lappato-plytka-scienno-podlogowa-598x598-cm,590740,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Cersanit,"Cersanit Hika Terazzo Mix Colors płytka ścienno-podłogowa 119,8x59,8 cm",,,,"140,71","114,40","114,40","https://www.lazienkaplus.pl/pl/cersanit-hika-terazzo-mix-colors-plytka-scienno-podlogowa-1198x598-cm,710950,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Cersanit,"Cersanit Primero płytka ścienno-podłogowa 59,8x59,8 cm niebieska",,,,"110,79","90,07","90,07","https://www.lazienkaplus.pl/pl/cersanit-primero-patchwork-plytka-scienno-podlogowa-598x598-cm-niebieski,657160,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Marazzi,Marazzi Treverkdear Beige płytka ścienno-podłogowa 20x120 cm,,,,"158,99","129,26","129,26","https://www.lazienkaplus.pl/pl/marazzi-treverkdear-beige-plytka-scienno-podlogowa-20x120-cm,659590,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Marazzi,Marazzi Treverkdear Natural płytka ścienno-podłogowa 20x120 cm,,,,"158,99","129,26","129,26","https://www.lazienkaplus.pl/pl/marazzi-treverkdear-natural-plytka-scienno-podlogowa-20x120-cm,659600,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Marazzi,Marazzi Treverkstage Beige płytka ścienno-podłogowa 20x120 cm,,,,"150,05","121,99","121,99","https://www.lazienkaplus.pl/pl/marazzi-treverkstage-beige-plytka-scienno-podlogowa-20x120-cm,659639,206,i",,,
